event_time,user_id,session_id,page_url,device_type
2021-12-24 19:24:50,5337,54ec146d-53cd-4214-aab9-bcc250423ae9,search/explore/wp-content,mobile
2021-04-14 08:01:21,7464,261a6c8b-019e-40a1-98f0-1f551cc6e3a5,tag/app/posts,tablet
2023-04-05 19:31:16,2545,767863c2-38a3-4eac-b950-967744ea9e46,app/explore/blog,tablet
2020-02-23 01:35:58,7295,754e9b79-cb35-496b-b829-abdecc7b6cd0,tags/app,tablet
2022-10-29 02:15:45,443,890ec230-a3fb-473c-8888-2b57dbb44342,list/search,tablet
2025-03-05 06:47:15,3107,fbe0fde1-a605-44b2-a881-a0ac29463e57,categories,desktop
2022-02-25 06:33:20,7258,7b0dfb9d-d985-4307-9a60-0887edd9ba3e,wp-content/posts/tag,tablet
2022-07-06 01:37:44,9921,a3e18612-c2f7-48d8-aaf6-ff2c98e26ef1,posts/list,tablet
2021-01-16 15:11:17,9782,da88f8f8-e103-4ef8-a637-195c3b5f44f8,tag/tags/wp-content,mobile
2023-01-29 14:14:44,9189,5581cd0f-d0c4-45c8-b42e-72e53ae1ffcf,tags,tablet
2022-05-11 14:13:39,3895,c2fcd7be-7e86-466c-be1e-dbacf534b220,blog,desktop
2022-05-16 02:00:57,3497,e93f0813-6f6b-4c65-8906-f23c03b1bd30,blog/category,tablet
2023-05-27 16:35:31,9440,7d566e38-264c-45a2-9502-9e3a2f4fca62,list/wp-content/tag,desktop
2022-01-12 04:13:56,9747,99cc94c4-ec60-4830-a411-23d5af5009ed,tags/posts,tablet
2021-09-21 21:14:26,6951,eb7d21c1-41a8-43b6-98b2-42a91b0af38f,search/categories,tablet
2020-05-11 16:22:59,3539,fe6de078-52dc-4cfb-9cb0-51d00ca8d65b,blog/wp-content,mobile
2021-09-29 07:06:46,3198,0b5e0dad-15b8-40e7-8020-ea49bb16fc51,posts/app/app,desktop
2023-09-27 19:53:26,8456,919e7213-a1c0-48df-8d89-2a6ba00c28c5,category,mobile
2020-09-23 19:09:11,925,42cf3b36-53cb-4af3-ba1a-8bac8fa16e92,search/explore/explore,tablet
2023-12-25 07:55:43,8059,3f03cd13-fb8a-4e6f-a674-f0c4134b0e5f,app/category,desktop
2021-06-02 23:38:53,8569,cbe05197-097d-44aa-846c-89e058143db4,category/posts,tablet
2025-02-27 02:33:24,4279,a663b713-645d-4261-99be-6f763a1cfc49,list,mobile
2022-03-27 02:51:01,2073,ad6d9615-7f1e-433f-89a8-1b02f91baa1d,explore/category,mobile
2021-04-03 16:25:08,3820,be1385a3-a92e-40a3-9880-64f6a8ebaace,posts/explore/categories,mobile
2023-09-17 23:26:41,27,f357f903-ebf5-46f5-9af0-0d555cf6544e,main/list/explore,tablet
2021-02-22 00:23:01,9603,17cf3de7-e0b7-49a5-8463-864abb6c73fc,blog/list/category,mobile
2025-05-03 02:31:10,8212,ccb6f2e7-c8ea-44db-9e8e-61a52396eb16,search/list/categories,desktop
2024-04-30 09:46:43,7799,56038171-9d2f-44d8-abc9-41df4b7a81df,wp-content/posts/explore,desktop
2021-05-27 16:02:03,5887,f3730a20-7f72-4b80-84a8-696d36280a88,tag/wp-content/blog,desktop
2020-02-02 11:39:14,8412,f3e0ef08-96d8-4b62-a358-9416f6b7302d,explore,tablet
2022-01-08 10:18:51,8917,9bdd2a95-cf4e-4cef-b075-17ac45662732,wp-content,desktop
2021-11-15 05:55:09,3760,6bf8fbab-b661-47bb-a938-2344fe7d07bb,app/category,tablet
2023-04-28 03:57:49,2707,d04471e2-9479-4344-9147-22e187d9d813,wp-content/tag/app,mobile
2023-11-23 21:17:38,9840,51409dcb-9d51-4e09-b57a-0a1585a69a58,category/posts/tags,desktop
2022-08-27 22:52:02,1498,d9e228ed-475d-4557-bb0b-d4ab2b30b8d3,category/category,mobile
2025-04-05 14:12:13,7759,02ab6b58-a876-4d47-8edd-772cdacc5d71,blog/tags/main,mobile
2025-05-06 21:14:54,8046,69b3109c-1f77-4c82-b560-756e44dc45b5,tags/app/tags,tablet
2022-12-07 03:28:47,7444,57b39ea2-5b98-4ccd-89e0-3d7e556b1235,app/search,desktop
2021-04-29 19:54:45,1354,7203c883-cacd-40b9-b86a-9c198b78e918,search/main,mobile
2024-07-08 04:41:53,6944,73110214-a5bd-4557-a0d7-c0f8d7468420,wp-content/tags,tablet
2025-05-09 15:15:05,7356,7c241f2c-09a9-4c93-9e50-259b9f8cba10,list,mobile
2021-09-07 01:41:03,9723,e3ea4c9f-4cec-489c-9bb5-6b780eb9666a,search,mobile
2021-10-21 05:12:25,5697,c6847014-7a10-447e-b1f4-6919ee8b4674,blog/tags,tablet
2024-08-12 01:10:26,4029,23f46cb5-7858-427d-ad3a-914b16eda20c,category/main,desktop
2021-08-01 04:12:33,4283,2d596995-744e-4d71-bb5f-834da83b83b9,posts/explore,tablet
2020-06-04 20:40:31,9072,53c2e33d-6560-48fe-b081-df97a18a0100,blog/blog/tags,mobile
2024-09-12 11:38:01,5996,3f6d388e-f8fd-4ef4-b0d3-d3b73de8d265,blog,tablet
2020-11-13 14:05:10,5790,237f0455-36a5-4619-930b-4126bb5dfb20,search/tags/posts,mobile
2025-05-13 14:55:23,2643,d36dad31-8598-4862-b681-cb1bb79b80b8,app/main,tablet
2021-07-25 07:26:48,4174,8c59aa14-506a-47d9-850c-96d32b8d8c07,blog,tablet
2022-04-08 14:04:03,9225,a85ba632-54d9-4055-9fa2-13fb77fbe053,wp-content/search/search,desktop
2025-04-11 06:17:32,4833,8ff94196-f61c-4b96-afa0-f0c383f0b7b9,tag/search/app,mobile
2025-05-24 18:12:40,1862,d639a8e1-6f5d-4772-abc7-73e42bcea0bf,blog/app,mobile
2021-08-18 01:48:06,2751,c85674ae-9e10-4411-86b6-ccaeb206e449,main/blog/categories,mobile
2020-01-30 23:46:21,4633,bdce001b-2d6b-4efe-9487-ee06934b202e,categories,tablet
2022-07-27 07:43:47,5680,d475ad84-b360-4778-9c5d-eca9d5ef946d,search/list,mobile
2020-07-12 03:52:53,163,79e4be90-c65e-411b-85de-659853d666d8,blog/posts,mobile
2024-08-23 03:43:54,8371,d40ede25-ae57-49f4-a78e-c5838ed0e2af,posts/explore,desktop
2020-02-28 20:14:42,5313,85d3477e-b4d6-4ca9-90c5-6aac99b1e85f,blog,mobile
2022-12-06 12:51:21,9000,a8ba26f1-cc89-44b7-9364-a7d6934ce1ba,tag/app/list,desktop
2021-08-23 15:34:32,7975,6c2ad22f-faba-46ef-9370-c6120e2cc8e9,blog/category,desktop
2020-04-21 05:05:57,3126,ca361ed8-b2e9-4cbb-aade-1656f86234b2,posts,desktop
2024-02-12 05:39:33,6627,1ecab72f-12aa-465e-a179-23b443146265,wp-content/tag/tags,mobile
2024-06-25 05:27:03,9963,91e325f6-2c68-4a21-a537-780de4d592dc,main/category,desktop
2025-04-30 20:20:30,36,65bde2d9-e846-444c-98ef-8e780fc9c069,categories/tag/explore,mobile
2022-05-05 09:24:43,6234,7366653e-980a-47ca-98ad-129f0f5326cd,search/category,mobile
2025-05-09 12:08:48,9744,d614bc38-cddd-4fc9-bd8d-00411610d3be,search/main,mobile
2022-11-13 19:04:28,2237,e33be852-fb77-4823-8cd2-a29dbe7bb5a1,app/search/tag,mobile
2022-06-14 05:40:52,1305,96f8bc97-37b5-44b3-a306-42ae7e078e20,categories,mobile
2023-02-24 13:13:59,127,fc5ff1a5-9425-4dfa-bc81-2a000b60d1d4,app/tags,tablet
2021-05-08 07:36:02,7086,471809c6-3038-433c-b47f-3aed1edc528d,main/posts,desktop
2022-04-18 23:35:01,2351,bb81c2d0-cc6c-46c7-aacc-9b5f8f51bc13,blog/tags/main,mobile
2020-11-12 14:30:22,1497,06302e6b-dc87-4afa-8cfa-e812a28ede27,main/tag/posts,mobile
2022-10-30 19:47:15,2894,4551140e-bcff-4ab8-a90e-b22bdb8fa50b,posts/search,tablet
2023-08-12 04:25:38,1699,486616f5-4274-4427-a6e7-96af5374071c,blog/posts,mobile
2023-01-24 10:54:04,779,4193d42e-2f11-4d72-829a-e0fcd3c9d7ab,posts/posts,mobile
2020-06-24 18:24:36,1583,8da8bab2-c2d0-48e3-9a87-5cc3be8ee7db,app/app/blog,mobile
2022-01-20 04:25:25,3661,4b42c615-6d2c-4a9e-a7fa-3734aade47d0,posts/tags/wp-content,mobile
2022-06-08 10:53:36,4606,7cbacebc-6718-4054-b450-563b95a02102,search/list/list,mobile
2022-10-28 08:58:58,6943,03e4ef41-aad4-4101-b249-c5035636d336,main/explore/explore,mobile
2021-08-17 07:42:25,7648,b53f8dd8-6459-42e6-a698-f481547ea1b7,category/blog/app,desktop
2021-04-25 06:07:20,1004,0fcbd168-da21-4bb5-8bec-1254a6b5e3c0,wp-content,mobile
2021-09-19 04:15:08,475,e8d0b740-c1b3-4f64-8632-f519ab86a619,app/posts,tablet
2024-05-01 02:39:09,4468,88537b03-e6af-47be-ae12-63359de5207a,category/explore/category,desktop
2024-09-10 12:48:38,4306,f093c383-abcf-4a77-ab82-938a4f637901,category,desktop
2020-08-12 02:58:44,9474,80d00d35-4faa-4d2e-9c23-55e9574cc7a7,category,tablet
2020-04-03 21:07:34,8212,38f0341b-4610-4884-826d-f047aa9a086f,app,desktop
2023-11-26 06:33:45,3524,2bbb68ee-e5ba-4ac9-914b-512c0898389c,tags/list,mobile
2020-05-27 10:24:30,738,620247c7-ba68-4850-8c8e-d1bdc9c7a5ce,search,tablet
2022-03-09 16:48:05,1393,9da366f7-418c-4f13-9823-59394e10192c,tag/explore,mobile
2025-05-14 11:07:55,8863,3cab7722-0c43-4e91-8ace-38b1a5501990,search,mobile
2022-01-08 00:47:18,3423,8c9c7860-1570-407d-beee-be88e56a88dc,posts/app/app,tablet
2022-01-23 01:01:59,1440,3a5c2d89-3553-4ccf-9de4-33f237ec6fc0,blog,mobile
2024-02-25 00:30:11,9458,f02bd437-0ebc-4e86-b609-42f902733085,blog/main/list,mobile
2020-04-09 06:08:22,5828,519d6111-7a63-4be6-b07e-6e940d6baf4f,categories/blog,mobile
2023-06-18 17:37:09,9481,5f18b763-d3b6-4975-9756-10d577076759,blog,desktop
2023-10-14 21:45:10,9059,98d76747-cc05-48bb-8601-0674314a6717,list/explore,desktop
2024-01-24 07:36:39,3022,c79c67ba-6c19-40e4-90b9-45af8b0cf2f6,blog,tablet
2025-03-01 03:43:42,7476,44e7cbbd-9452-427c-9a44-ea5249e593b2,categories/posts/posts,desktop
2024-04-30 22:28:44,2671,2fc8ba52-5a38-4488-b2c6-1bcffa7a12bf,wp-content/main/categories,tablet
2023-12-05 07:39:31,5270,1d949707-c4f9-4a3e-abc0-be167c83370c,blog/blog/list,tablet
2022-02-07 13:44:04,460,4e4312a0-dc9b-487a-b41d-83744a7a5fd7,list,tablet
2023-05-10 16:20:36,5369,c7121492-6f12-4cdd-943b-04d5a92365c5,tag/main,mobile
2021-12-09 00:15:12,4949,ab499e09-1128-43d2-88c2-a16edbf110c8,main/tag,mobile
2024-06-16 12:47:26,6549,244b43a5-b556-457c-bca5-d76023cefd8f,category/tags,desktop
2020-08-16 07:59:27,6537,eff47c76-b015-4202-954f-d85094603a5e,categories,desktop
2022-03-01 20:44:28,1092,01a72ad9-de23-4e87-9a75-853a73c79bca,app/tag/app,mobile
2020-02-20 14:32:47,3819,5f319126-e2ba-489a-a05b-d3d1e315391b,category/search/tags,tablet
2023-12-14 12:45:13,5223,24503513-6064-474e-97c8-1b8f651f88e1,categories/posts,mobile
2020-08-26 03:14:55,7946,9d7b95c0-0616-4adc-a1f9-4bba782cfce7,categories/explore,mobile
2021-09-14 00:59:23,1028,d542f54f-6e8b-4034-acc1-067f19dea239,explore,tablet
2024-02-20 19:46:40,1346,ba26e63f-d130-445f-9ab5-5c56984ebc2a,wp-content,tablet
2024-07-25 12:43:44,9483,198da876-ca76-4457-9a0c-404a4dddcf78,blog/category,desktop
2020-11-28 01:25:10,4752,c0531c4d-b83c-41e0-b4b5-7641a9c0c8d2,list/explore,desktop
2023-09-14 05:58:05,6348,fdf9d48e-cd90-48b3-a788-4d20433b28b5,tag,tablet
2020-10-19 07:14:37,7682,c6a69e36-4d4d-4218-9f03-7a3e5d99ed9d,blog/main/category,tablet
2023-03-06 14:45:24,7777,b024dd1b-672b-4405-aa31-80dfec05f3fa,list/blog/explore,desktop
2020-05-27 02:49:36,5143,52deab35-ee40-42f6-8eff-1bf235e428b2,list/explore/category,tablet
2022-02-02 16:21:00,4208,5742d3be-10ba-464c-bb7e-2d25c2712f90,main,desktop
2024-12-17 17:04:51,4600,da30963e-c40d-4565-b337-2ca1e6d0bfcf,tag/tags/main,mobile
2021-03-28 00:23:00,17,20cfeea6-eeb9-4262-9b27-d13b098e23a9,list/posts/explore,desktop
2021-11-18 09:23:28,2059,a76561e8-95b0-47bf-827d-8283663f2050,wp-content,tablet
2022-07-10 17:48:35,8918,edbe7223-b512-4ecf-aadf-7fe6f276cb61,wp-content/main/tag,tablet
2022-02-09 14:44:56,5834,76cc96a9-3b6b-4439-b340-fdd7d9f508b2,categories/app/categories,mobile
2022-07-27 06:00:58,9814,9a7d1786-0f6f-4738-8282-619516e43b39,posts,desktop
2021-02-10 01:44:55,5869,22acb308-42a9-47f3-a0da-c41cc299d8c7,tag/app,mobile
2020-02-05 13:57:08,1692,37f7cb48-297b-433b-9e5c-d7d1798a4779,wp-content,tablet
2022-10-05 14:46:08,1886,a4286420-c492-413e-8909-08379002bde4,main,tablet
2020-06-10 10:41:04,5255,3f5e150e-3f46-4f4f-afa6-ac1a3e3ca52a,explore/tag,mobile
2021-12-19 02:17:24,5285,6cb1fdb2-cba6-4ed3-a8f5-5aaab22619c8,categories,desktop
2020-10-22 05:29:04,9223,023443ac-e5d9-4a7b-b34e-132379126a8e,explore/category,tablet
2020-08-08 00:02:48,98,a88d0fd3-5360-4734-9331-fdece30bfd1f,tags,desktop
2020-04-03 06:28:55,6615,d9ee0ea1-90fa-457a-952c-bd98c409b1e2,blog/blog,tablet
2022-08-30 17:49:09,5972,7178c7c8-0d6a-4776-98b3-294647eda992,list/explore/search,tablet
2022-05-03 10:59:26,4893,7db0a8bd-71c1-4e58-b047-301f1170d55c,app/blog/posts,mobile
2020-12-26 08:59:42,8792,08803397-5ea4-46e6-90cf-a35cd42d10bd,list/category/search,desktop
2024-11-16 01:21:56,916,ef781ab0-577f-4b0e-967b-e99904bdaec7,list/search,desktop
2025-06-26 07:20:32,9270,04d948d9-e236-4e1e-8ca2-a27379c61af0,categories,tablet
2020-08-11 14:48:22,467,fb3f4154-f973-4719-8bfb-d511c81a5536,tag/main/categories,mobile
2021-02-12 10:15:23,822,bb340045-7a97-47e3-a609-8ee492dc5403,list,tablet
2020-06-12 06:56:33,2089,9ce06e08-ee6b-4953-a395-08971a5bcc2b,blog,mobile
2023-03-03 04:22:15,1637,7acd0ee6-9103-4950-8545-c512ecbfa022,explore,tablet
2024-02-05 03:59:36,1144,f997bb49-f584-45e3-8515-45cb29ff04ca,posts/tags/explore,mobile
2023-12-18 01:30:51,1924,810b16e9-24c4-4c13-9011-62fca29e6cd6,tag/tags,tablet
2024-07-09 11:24:22,8754,2a58f19b-5aee-4e04-aa51-9c039c8875aa,search/posts/app,tablet
2022-08-26 07:26:21,4425,46028a7f-f6a6-4cb0-bd08-3b8df4af8687,app/categories,mobile
2020-05-16 20:39:46,3296,cc538516-7b11-4c01-a475-4e988b0674d1,explore/wp-content/tags,desktop
2023-05-15 00:55:09,2594,abe809b6-72da-4286-a41b-2bed4ac40808,app,tablet
2023-09-14 17:50:45,6012,1d22bda0-6b43-4c57-9e71-ac6c5f8e406d,main/explore/tag,tablet
2024-09-27 21:59:16,1003,97e9696f-6901-4b9a-9464-04ce7f917078,category,tablet
2025-05-14 04:07:27,5005,95837b3b-3414-47d7-a771-c2e2d14e08ad,posts,tablet
2020-04-22 10:54:14,1602,00ccd31a-0ecf-401d-8145-9ceaf74f34de,main,mobile
2022-07-11 23:59:54,1614,b7dc54e1-0a3d-45a3-b576-75fb1f1f1ce6,list/list/tags,tablet
2024-08-25 06:37:42,1320,08af7b82-8a5a-488c-b244-37f85543d5bf,explore/main/tag,desktop
2021-06-06 03:41:26,6269,c71ca7f0-cfb7-4a87-99c7-0424382660ee,categories/tags/main,tablet
2023-12-24 13:44:20,8135,ea69aa74-379d-4554-8307-3096cadf8582,tag/wp-content/app,mobile
2025-04-29 02:42:12,2867,172abf0d-b71d-4dbf-b732-f137a7944a65,explore/tag/tag,mobile
2022-05-12 19:28:41,9897,72b9182c-4967-45f5-854d-eb2de1640dd9,blog,tablet
2022-06-02 08:57:17,9348,35f1c73e-9cfa-4ba0-8881-52ed20413b6a,explore/app,mobile
2021-03-19 11:02:28,9833,f62a4d24-5291-4b14-a5c1-5780db9da3f9,list/wp-content,mobile
2023-08-18 19:18:02,718,144351ea-5416-4af1-ab64-612cd6e0471a,main,tablet
2023-03-30 22:26:16,1271,b16c6f90-acf6-441f-85a0-eef1552e9d8f,category,desktop
2023-11-10 18:40:28,121,e3187707-5a33-48c1-849f-6dff8929285a,app/posts/category,mobile
2022-03-30 00:56:09,6828,8e262365-10f1-4ff6-b7be-356c0891ccea,main/wp-content/app,mobile
2021-12-15 19:50:23,5113,87c006e1-17f1-4434-98fd-c3b4b2896a05,posts/blog,desktop
2025-06-15 11:11:43,7126,02b27c19-7e3d-43ea-8da2-391e726ee072,app/category,tablet
2024-11-05 04:04:55,8287,49388e54-ec98-41ef-b2a5-1d34fec1cf7c,wp-content,tablet
2024-03-13 23:45:54,8883,b2dd61ac-f7e8-4035-bcef-6c58f9522829,app,mobile
2022-07-19 19:38:58,1603,6fabb49b-0927-4acf-98ef-072f37b6ceb8,main,desktop
2024-05-04 21:15:14,444,332df3d7-1250-4203-b236-08f6c7cf35b5,category/tag,mobile
2022-01-27 12:42:56,7391,a2a6bb54-233a-4df8-9890-a9528dd8cc2f,tags,desktop
2024-03-25 21:14:08,2078,aa6ce82d-cec6-4591-a5d0-e211b42f69d4,categories,mobile
2022-08-09 14:11:39,5760,12108c5d-1d6e-4c80-b249-b073bc299c84,tags/tag/blog,mobile
